Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
,,,,,,,
Test Cases/Register_TestCase/Success Reg_Company filled with Number,Chrome 98.0.4758.82,,,2022-02-11 19:46:28,2022-02-11 19:46:47,18.848s,PASSED
"openBrowser("""")",Chrome 98.0.4758.82,,,2022-02-11 19:46:29,2022-02-11 19:46:30,1.553s,PASSED
"navigateToUrl(""https://dev.qlue.ai/register/"")",Chrome 98.0.4758.82,,,2022-02-11 19:46:30,2022-02-11 19:46:35,4.315s,PASSED
"setText(findTestObject(""Object Repository/Page_Qlue Smart City  Register Free Trial/input_Name_name""), ""Ganjar"")",Chrome 98.0.4758.82,,,2022-02-11 19:46:35,2022-02-11 19:46:36,1.598s,PASSED
"setText(findTestObject(""Object Repository/Page_Qlue Smart City  Register Free Trial/input_Email_email""), ""ganjar8.sayogo@gmail.com"")",Chrome 98.0.4758.82,,,2022-02-11 19:46:36,2022-02-11 19:46:37,0.967s,PASSED
"setText(findTestObject(""Object Repository/Page_Qlue Smart City  Register Free Trial/input_Company_company""), ""1234"")",Chrome 98.0.4758.82,,,2022-02-11 19:46:37,2022-02-11 19:46:38,0.920s,PASSED
"click(findTestObject(""Object Repository/Page_Qlue Smart City  Register Free Trial/div_Phone_arrow down""))",Chrome 98.0.4758.82,,,2022-02-11 19:46:38,2022-02-11 19:46:39,0.953s,PASSED
"click(findTestObject(""Object Repository/Page_Qlue Smart City  Register Free Trial/span_Indonesia""))",Chrome 98.0.4758.82,,,2022-02-11 19:46:39,2022-02-11 19:46:42,2.896s,PASSED
"setText(findTestObject(""Object Repository/Page_Qlue Smart City  Register Free Trial/input_358_phone""), ""81345755941"")",Chrome 98.0.4758.82,,,2022-02-11 19:46:42,2022-02-11 19:46:43,0.985s,PASSED
"click(findTestObject(""Object Repository/Page_Qlue Smart City  Register Free Trial/button_GET STARTED NOW""))",Chrome 98.0.4758.82,,,2022-02-11 19:46:43,2022-02-11 19:46:44,0.565s,PASSED
"verifyElementPresent(findTestObject(""Page_Qlue Smart City  Register Free Trial/h1_THANK YOU""), 0)",Chrome 98.0.4758.82,,,2022-02-11 19:46:44,2022-02-11 19:46:46,2.435s,PASSED
closeBrowser(),Chrome 98.0.4758.82,,,2022-02-11 19:46:46,2022-02-11 19:46:47,0.951s,PASSED
,,,,,,,
Test Cases/Register_TestCase/Success Reg_Name filled with Number,Chrome 98.0.4758.82,,,2022-02-11 19:46:47,2022-02-11 19:47:08,21.118s,PASSED
"openBrowser("""")",Chrome 98.0.4758.82,,,2022-02-11 19:46:48,2022-02-11 19:46:49,1.661s,PASSED
"navigateToUrl(""https://dev.qlue.ai/register/"")",Chrome 98.0.4758.82,,,2022-02-11 19:46:49,2022-02-11 19:46:56,6.120s,PASSED
"setText(findTestObject(""Object Repository/Page_Qlue Smart City  Register Free Trial/input_Name_name""), ""1234"")",Chrome 98.0.4758.82,,,2022-02-11 19:46:56,2022-02-11 19:46:57,1.370s,PASSED
"setText(findTestObject(""Object Repository/Page_Qlue Smart City  Register Free Trial/input_Email_email""), ""ganjar9.sayogo@gmail.com"")",Chrome 98.0.4758.82,,,2022-02-11 19:46:57,2022-02-11 19:46:58,1.117s,PASSED
"setText(findTestObject(""Object Repository/Page_Qlue Smart City  Register Free Trial/input_Company_company""), ""PT. ABC"")",Chrome 98.0.4758.82,,,2022-02-11 19:46:58,2022-02-11 19:46:59,0.916s,PASSED
"click(findTestObject(""Object Repository/Page_Qlue Smart City  Register Free Trial/div_Phone_arrow down""))",Chrome 98.0.4758.82,,,2022-02-11 19:46:59,2022-02-11 19:47:00,0.982s,PASSED
"click(findTestObject(""Object Repository/Page_Qlue Smart City  Register Free Trial/span_Indonesia""))",Chrome 98.0.4758.82,,,2022-02-11 19:47:00,2022-02-11 19:47:03,2.870s,PASSED
"setText(findTestObject(""Object Repository/Page_Qlue Smart City  Register Free Trial/input_358_phone""), ""81345755941"")",Chrome 98.0.4758.82,,,2022-02-11 19:47:03,2022-02-11 19:47:04,1.041s,PASSED
"click(findTestObject(""Object Repository/Page_Qlue Smart City  Register Free Trial/button_GET STARTED NOW""))",Chrome 98.0.4758.82,,,2022-02-11 19:47:04,2022-02-11 19:47:04,0.578s,PASSED
"verifyElementPresent(findTestObject(""Page_Qlue Smart City  Register Free Trial/h1_THANK YOU""), 0)",Chrome 98.0.4758.82,,,2022-02-11 19:47:04,2022-02-11 19:47:07,2.738s,PASSED
closeBrowser(),Chrome 98.0.4758.82,,,2022-02-11 19:47:07,2022-02-11 19:47:08,0.941s,PASSED
